movie_id,movie_title,actor_id,actor_name
19995,Avatar,65731,Sam Worthington
19995,Avatar,8691,Zoe Saldana
19995,Avatar,10205,Sigourney Weaver
19995,Avatar,32747,Stephen Lang
19995,Avatar,17647,Michelle Rodriguez
285,Pirates of the Caribbean: At World's End,85,Johnny Depp
285,Pirates of the Caribbean: At World's End,114,Orlando Bloom
285,Pirates of the Caribbean: At World's End,116,Keira Knightley
285,Pirates of the Caribbean: At World's End,1640,Stellan Skarsgård
285,Pirates of the Caribbean: At World's End,1619,Chow Yun-fat
206647,Spectre,8784,Daniel Craig
206647,Spectre,27319,Christoph Waltz
206647,Spectre,121529,Léa Seydoux
206647,Spectre,5469,Ralph Fiennes
206647,Spectre,28782,Monica Bellucci
49026,The Dark Knight Rises,3894,Christian Bale
49026,The Dark Knight Rises,3895,Michael Caine
49026,The Dark Knight Rises,64,Gary Oldman
49026,The Dark Knight Rises,1813,Anne Hathaway
49026,The Dark Knight Rises,2524,Tom Hardy
49529,John Carter,60900,Taylor Kitsch
49529,John Carter,21044,Lynn Collins
49529,John Carter,2206,Samantha Morton
49529,John Carter,5293,Willem Dafoe
49529,John Carter,19159,Thomas Haden Church
559,Spider-Man 3,2219,Tobey Maguire
559,Spider-Man 3,205,Kirsten Dunst
559,Spider-Man 3,17051,James Franco
559,Spider-Man 3,19159,Thomas Haden Church
559,Spider-Man 3,17052,Topher Grace
38757,Tangled,69899,Zachary Levi
38757,Tangled,16855,Mandy Moore
38757,Tangled,2517,Donna Murphy
38757,Tangled,2372,Ron Perlman
38757,Tangled,22132,M.C. Gainey
99861,Avengers: Age of Ultron,3223,Robert Downey Jr.
99861,Avengers: Age of Ultron,74568,Chris Hemsworth
99861,Avengers: Age of Ultron,103,Mark Ruffalo
99861,Avengers: Age of Ultron,16828,Chris Evans
99861,Avengers: Age of Ultron,1245,Scarlett Johansson
767,Harry Potter and the Half-Blood Prince,10980,Daniel Radcliffe
767,Harry Potter and the Half-Blood Prince,10989,Rupert Grint
767,Harry Potter and the Half-Blood Prince,10990,Emma Watson
767,Harry Potter and the Half-Blood Prince,10993,Tom Felton
767,Harry Potter and the Half-Blood Prince,5658,Michael Gambon
209112,Batman v Superman: Dawn of Justice,880,Ben Affleck
209112,Batman v Superman: Dawn of Justice,73968,Henry Cavill
209112,Batman v Superman: Dawn of Justice,90633,Gal Gadot
209112,Batman v Superman: Dawn of Justice,9273,Amy Adams
209112,Batman v Superman: Dawn of Justice,44735,Jesse Eisenberg
1452,Superman Returns,17271,Brandon Routh
1452,Superman Returns,1979,Kevin Spacey
1452,Superman Returns,7517,Kate Bosworth
1452,Superman Returns,11006,James Marsden
1452,Superman Returns,7489,Parker Posey
10764,Quantum of Solace,8784,Daniel Craig
10764,Quantum of Solace,18182,Olga Kurylenko
10764,Quantum of Solace,8789,Mathieu Amalric
10764,Quantum of Solace,5309,Judi Dench
10764,Quantum of Solace,3753,Giancarlo Giannini
58,Pirates of the Caribbean: Dead Man's Chest,85,Johnny Depp
58,Pirates of the Caribbean: Dead Man's Chest,114,Orlando Bloom
58,Pirates of the Caribbean: Dead Man's Chest,116,Keira Knightley
58,Pirates of the Caribbean: Dead Man's Chest,1640,Stellan Skarsgård
58,Pirates of the Caribbean: Dead Man's Chest,2440,Bill Nighy
57201,The Lone Ranger,85,Johnny Depp
57201,The Lone Ranger,53807,Armie Hammer
57201,The Lone Ranger,886,William Fichtner
57201,The Lone Ranger,1283,Helena Bonham Carter
57201,The Lone Ranger,18473,James Badge Dale
49521,Man of Steel,73968,Henry Cavill
49521,Man of Steel,9273,Amy Adams
49521,Man of Steel,335,Michael Shannon
49521,Man of Steel,1269,Kevin Costner
49521,Man of Steel,2882,Diane Lane
2454,The Chronicles of Narnia: Prince Caspian,25130,Ben Barnes
2454,The Chronicles of Narnia: Prince Caspian,5528,William Moseley
2454,The Chronicles of Narnia: Prince Caspian,5529,Anna Popplewell
2454,The Chronicles of Narnia: Prince Caspian,5527,Skandar Keynes
2454,The Chronicles of Narnia: Prince Caspian,5526,Georgie Henley
24428,The Avengers,3223,Robert Downey Jr.
24428,The Avengers,16828,Chris Evans
24428,The Avengers,103,Mark Ruffalo
24428,The Avengers,74568,Chris Hemsworth
24428,The Avengers,1245,Scarlett Johansson
1865,Pirates of the Caribbean: On Stranger Tides,85,Johnny Depp
1865,Pirates of the Caribbean: On Stranger Tides,955,Penélope Cruz
1865,Pirates of the Caribbean: On Stranger Tides,6972,Ian McShane
1865,Pirates of the Caribbean: On Stranger Tides,2449,Kevin McNally
1865,Pirates of the Caribbean: On Stranger Tides,118,Geoffrey Rush
41154,Men in Black 3,2888,Will Smith
41154,Men in Black 3,2176,Tommy Lee Jones
41154,Men in Black 3,16851,Josh Brolin
41154,Men in Black 3,72873,Michael Stuhlbarg
41154,Men in Black 3,7056,Emma Thompson
122917,The Hobbit: The Battle of the Five Armies,7060,Martin Freeman
122917,The Hobbit: The Battle of the Five Armies,1327,Ian McKellen
122917,The Hobbit: The Battle of the Five Armies,30315,Richard Armitage
122917,The Hobbit: The Battle of the Five Armies,25136,Ken Stott
122917,The Hobbit: The Battle of the Five Armies,95047,Graham McTavish
1930,The Amazing Spider-Man,37625,Andrew Garfield
1930,The Amazing Spider-Man,54693,Emma Stone
1930,The Amazing Spider-Man,7026,Rhys Ifans
1930,The Amazing Spider-Man,5724,Denis Leary
1930,The Amazing Spider-Man,55152,Campbell Scott
20662,Robin Hood,934,Russell Crowe
20662,Robin Hood,112,Cate Blanchett
20662,Robin Hood,2201,Max von Sydow
20662,Robin Hood,227,William Hurt
20662,Robin Hood,2983,Mark Strong
57158,The Hobbit: The Desolation of Smaug,7060,Martin Freeman
57158,The Hobbit: The Desolation of Smaug,1327,Ian McKellen
57158,The Hobbit: The Desolation of Smaug,30315,Richard Armitage
57158,The Hobbit: The Desolation of Smaug,25136,Ken Stott
57158,The Hobbit: The Desolation of Smaug,95047,Graham McTavish
2268,The Golden Compass,45589,Dakota Blue Richards
2268,The Golden Compass,2227,Nicole Kidman
2268,The Golden Compass,8784,Daniel Craig
2268,The Golden Compass,16431,Sam Elliott
2268,The Golden Compass,10912,Eva Green
254,King Kong,3489,Naomi Watts
254,King Kong,70851,Jack Black
254,King Kong,3490,Adrien Brody
254,King Kong,3491,Thomas Kretschmann
254,King Kong,3492,Colin Hanks
597,Titanic,204,Kate Winslet
597,Titanic,6193,Leonardo DiCaprio
597,Titanic,3713,Frances Fisher
597,Titanic,1954,Billy Zane
597,Titanic,8534,Kathy Bates
271110,Captain America: Civil War,16828,Chris Evans
271110,Captain America: Civil War,3223,Robert Downey Jr.
271110,Captain America: Civil War,1245,Scarlett Johansson
271110,Captain America: Civil War,60898,Sebastian Stan
271110,Captain America: Civil War,53650,Anthony Mackie
44833,Battleship,60900,Taylor Kitsch
44833,Battleship,28846,Alexander Skarsgård
44833,Battleship,131519,Rihanna
44833,Battleship,131520,Brooklyn Decker
44833,Battleship,13275,Tadanobu Asano
135397,Jurassic World,73457,Chris Pratt
135397,Jurassic World,18997,Bryce Dallas Howard
135397,Jurassic World,76793,Irrfan Khan
135397,Jurassic World,7132,Vincent D'Onofrio
135397,Jurassic World,1108907,Nick Robinson
37724,Skyfall,8784,Daniel Craig
37724,Skyfall,5309,Judi Dench
37724,Skyfall,3810,Javier Bardem
37724,Skyfall,5469,Ralph Fiennes
37724,Skyfall,2038,Naomie Harris
558,Spider-Man 2,2219,Tobey Maguire
558,Spider-Man 2,205,Kirsten Dunst
558,Spider-Man 2,17051,James Franco
558,Spider-Man 2,658,Alfred Molina
558,Spider-Man 2,18998,Rosemary Harris
68721,Iron Man 3,3223,Robert Downey Jr.
68721,Iron Man 3,12052,Gwyneth Paltrow
68721,Iron Man 3,1896,Don Cheadle
68721,Iron Man 3,529,Guy Pearce
68721,Iron Man 3,15556,Rebecca Hall
12155,Alice in Wonderland,76070,Mia Wasikowska
12155,Alice in Wonderland,85,Johnny Depp
12155,Alice in Wonderland,1813,Anne Hathaway
12155,Alice in Wonderland,1283,Helena Bonham Carter
12155,Alice in Wonderland,1064,Crispin Glover
36668,X-Men: The Last Stand,6968,Hugh Jackman
36668,X-Men: The Last Stand,4587,Halle Berry
36668,X-Men: The Last Stand,1327,Ian McKellen
36668,X-Men: The Last Stand,2387,Patrick Stewart
36668,X-Men: The Last Stand,10696,Famke Janssen
62211,Monsters University,7904,Billy Crystal
62211,Monsters University,1230,John Goodman
62211,Monsters University,884,Steve Buscemi
62211,Monsters University,15735,Helen Mirren
62211,Monsters University,1271300,Noah Johnston
8373,Transformers: Revenge of the Fallen,10959,Shia LaBeouf
8373,Transformers: Revenge of the Fallen,19537,Megan Fox
8373,Transformers: Revenge of the Fallen,19536,Josh Duhamel
8373,Transformers: Revenge of the Fallen,11678,Rainn Wilson
8373,Transformers: Revenge of the Fallen,8169,Tyrese Gibson
91314,Transformers: Age of Extinction,13240,Mark Wahlberg
91314,Transformers: Age of Extinction,2283,Stanley Tucci
91314,Transformers: Age of Extinction,7090,Kelsey Grammer
91314,Transformers: Age of Extinction,61186,Nicola Peltz
91314,Transformers: Age of Extinction,1007683,Jack Reynor
68728,Oz: The Great and Powerful,17051,James Franco
68728,Oz: The Great and Powerful,18973,Mila Kunis
68728,Oz: The Great and Powerful,3293,Rachel Weisz
68728,Oz: The Great and Powerful,1812,Michelle Williams
68728,Oz: The Great and Powerful,5367,Zach Braff
102382,The Amazing Spider-Man 2,37625,Andrew Garfield
102382,The Amazing Spider-Man 2,54693,Emma Stone
102382,The Amazing Spider-Man 2,134,Jamie Foxx
102382,The Amazing Spider-Man 2,122889,Dane DeHaan
102382,The Amazing Spider-Man 2,55152,Campbell Scott
20526,TRON: Legacy,9828,Garrett Hedlund
20526,TRON: Legacy,1229,Jeff Bridges
20526,TRON: Legacy,59315,Olivia Wilde
20526,TRON: Legacy,2547,Bruce Boxleitner
20526,TRON: Legacy,60033,Yaya DaCosta
49013,Cars 2,887,Owen Wilson
49013,Cars 2,15897,Larry the Cable Guy
49013,Cars 2,3895,Michael Caine
49013,Cars 2,1246,Emily Mortimer
49013,Cars 2,1241,John Turturro
44912,Green Lantern,10859,Ryan Reynolds
44912,Green Lantern,59175,Blake Lively
44912,Green Lantern,133,Peter Sarsgaard
44912,Green Lantern,504,Tim Robbins
44912,Green Lantern,2983,Mark Strong
10193,Toy Story 3,31,Tom Hanks
10193,Toy Story 3,12898,Tim Allen
10193,Toy Story 3,13726,Ned Beatty
10193,Toy Story 3,3234,Joan Cusack
10193,Toy Story 3,2232,Michael Keaton
534,Terminator Salvation,3894,Christian Bale
534,Terminator Salvation,65731,Sam Worthington
534,Terminator Salvation,21028,Anton Yelchin
534,Terminator Salvation,56455,Moon Bloodgood
534,Terminator Salvation,18997,Bryce Dallas Howard
168259,Furious 7,12835,Vin Diesel
168259,Furious 7,8167,Paul Walker
168259,Furious 7,18918,Dwayne Johnson
168259,Furious 7,17647,Michelle Rodriguez
168259,Furious 7,8169,Tyrese Gibson
72190,World War Z,287,Brad Pitt
72190,World War Z,175826,Mireille Enos
72190,World War Z,1027850,Abigail Hargrove
72190,World War Z,1186840,Sterling Jerins
72190,World War Z,18473,James Badge Dale
127585,X-Men: Days of Future Past,6968,Hugh Jackman
127585,X-Men: Days of Future Past,5530,James McAvoy
127585,X-Men: Days of Future Past,17288,Michael Fassbender
127585,X-Men: Days of Future Past,72129,Jennifer Lawrence
127585,X-Men: Days of Future Past,4587,Halle Berry
54138,Star Trek Into Darkness,62064,Chris Pine
54138,Star Trek Into Darkness,17306,Zachary Quinto
54138,Star Trek Into Darkness,8691,Zoe Saldana
54138,Star Trek Into Darkness,1372,Karl Urban
54138,Star Trek Into Darkness,11108,Simon Pegg
81005,Jack the Giant Slayer,3292,Nicholas Hoult
81005,Jack the Giant Slayer,73357,Eleanor Tomlinson
81005,Jack the Giant Slayer,3061,Ewan McGregor
81005,Jack the Giant Slayer,2283,Stanley Tucci
81005,Jack the Giant Slayer,6972,Ian McShane
64682,The Great Gatsby,6193,Leonardo DiCaprio
64682,The Great Gatsby,2219,Tobey Maguire
64682,The Great Gatsby,36662,Carey Mulligan
64682,The Great Gatsby,33192,Joel Edgerton
64682,The Great Gatsby,1133349,Elizabeth Debicki
9543,Prince of Persia: The Sands of Time,131,Jake Gyllenhaal
9543,Prince of Persia: The Sands of Time,59620,Gemma Arterton
9543,Prince of Persia: The Sands of Time,2282,Ben Kingsley
9543,Prince of Persia: The Sands of Time,658,Alfred Molina
9543,Prince of Persia: The Sands of Time,55412,Steve Toussaint
68726,Pacific Rim,17605,Idris Elba
68726,Pacific Rim,56365,Charlie Hunnam
68726,Pacific Rim,95101,Charlie Day
68726,Pacific Rim,2372,Ron Perlman
68726,Pacific Rim,39659,Burn Gorman
38356,Transformers: Dark of the Moon,10959,Shia LaBeouf
38356,Transformers: Dark of the Moon,6949,John Malkovich
38356,Transformers: Dark of the Moon,83586,Ken Jeong
38356,Transformers: Dark of the Moon,3910,Frances McDormand
38356,Transformers: Dark of the Moon,19536,Josh Duhamel
217,Indiana Jones and the Kingdom of the Crystal Skull,3,Harrison Ford
217,Indiana Jones and the Kingdom of the Crystal Skull,112,Cate Blanchett
217,Indiana Jones and the Kingdom of the Crystal Skull,10959,Shia LaBeouf
217,Indiana Jones and the Kingdom of the Crystal Skull,5538,Ray Winstone
217,Indiana Jones and the Kingdom of the Crystal Skull,650,Karen Allen
105864,The Good Dinosaur,963134,Raymond Ochoa
105864,The Good Dinosaur,1476748,Jack Bright
105864,The Good Dinosaur,2954,Jeffrey Wright
105864,The Good Dinosaur,3910,Frances McDormand
105864,The Good Dinosaur,1540680,Maleah Nipay-Padilla
62177,Brave,9015,Kelly Macdonald
62177,Brave,477,Julie Walters
62177,Brave,9188,Billy Connolly
62177,Brave,7056,Emma Thompson
62177,Brave,9013,Kevin McKidd
188927,Star Trek Beyond,62064,Chris Pine
188927,Star Trek Beyond,17306,Zachary Quinto
188927,Star Trek Beyond,1372,Karl Urban
188927,Star Trek Beyond,11108,Simon Pegg
188927,Star Trek Beyond,8691,Zoe Saldana
10681,WALL·E,670,Ben Burtt
10681,WALL·E,72754,Elissa Knight
10681,WALL·E,60074,Jeff Garlin
10681,WALL·E,20753,Fred Willard
10681,WALL·E,7907,John Ratzenberger
5174,Rush Hour 3,66,Chris Tucker
5174,Rush Hour 3,18897,Jackie Chan
5174,Rush Hour 3,9195,Hiroyuki Sanada
5174,Rush Hour 3,2201,Max von Sydow
5174,Rush Hour 3,2245,Yvan Attal
14161,2012,3036,John Cusack
14161,2012,2956,Amanda Peet
14161,2012,5294,Chiwetel Ejiofor
14161,2012,9030,Thandie Newton
14161,2012,17485,Oliver Platt
17979,A Christmas Carol,64,Gary Oldman
17979,A Christmas Carol,206,Jim Carrey
17979,A Christmas Carol,78311,Steve Valentine
17979,A Christmas Carol,57675,Daryl Sabara
17979,A Christmas Carol,558926,Sage Ryan
76757,Jupiter Ascending,18973,Mila Kunis
76757,Jupiter Ascending,38673,Channing Tatum
76757,Jupiter Ascending,48,Sean Bean
76757,Jupiter Ascending,37632,Eddie Redmayne
76757,Jupiter Ascending,230680,Douglas Booth
258489,The Legend of Tarzan,28846,Alexander Skarsgård
258489,The Legend of Tarzan,234352,Margot Robbie
258489,The Legend of Tarzan,27319,Christoph Waltz
258489,The Legend of Tarzan,2231,Samuel L. Jackson
258489,The Legend of Tarzan,938,Djimon Hounsou
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",5528,William Moseley
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",5529,Anna Popplewell
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",5527,Skandar Keynes
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",5526,Georgie Henley
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3896,Liam Neeson
246655,X-Men: Apocalypse,5530,James McAvoy
246655,X-Men: Apocalypse,17288,Michael Fassbender
246655,X-Men: Apocalypse,72129,Jennifer Lawrence
246655,X-Men: Apocalypse,3292,Nicholas Hoult
246655,X-Men: Apocalypse,25072,Oscar Isaac
155,The Dark Knight,3894,Christian Bale
155,The Dark Knight,1810,Heath Ledger
155,The Dark Knight,6383,Aaron Eckhart
155,The Dark Knight,3895,Michael Caine
155,The Dark Knight,1579,Maggie Gyllenhaal
14160,Up,68812,Ed Asner
14160,Up,290,Christopher Plummer
14160,Up,80676,Jordan Nagai
14160,Up,10,Bob Peterson
14160,Up,18792,Delroy Lindo
15512,Monsters vs Aliens,19274,Seth Rogen
15512,Monsters vs Aliens,368,Reese Witherspoon
15512,Monsters vs Aliens,41419,Hugh Laurie
15512,Monsters vs Aliens,22226,Paul Rudd
15512,Monsters vs Aliens,2628,Kiefer Sutherland
1726,Iron Man,3223,Robert Downey Jr.
1726,Iron Man,18288,Terrence Howard
1726,Iron Man,1229,Jeff Bridges
1726,Iron Man,17857,Shaun Toub
1726,Iron Man,12052,Gwyneth Paltrow
44826,Hugo,2282,Ben Kingsley
44826,Hugo,6730,Sacha Baron Cohen
44826,Hugo,77996,Asa Butterfield
44826,Hugo,56734,Chloë Grace Moretz
44826,Hugo,5538,Ray Winstone
8487,Wild Wild West,2888,Will Smith
8487,Wild Wild West,8945,Kevin Kline
8487,Wild Wild West,11181,Kenneth Branagh
8487,Wild Wild West,3136,Salma Hayek
8487,Wild Wild West,588,M. Emmet Walsh
1735,The Mummy: Tomb of the Dragon Emperor,18269,Brendan Fraser
1735,The Mummy: Tomb of the Dragon Emperor,1336,Jet Li
1735,The Mummy: Tomb of the Dragon Emperor,10727,John Hannah
1735,The Mummy: Tomb of the Dragon Emperor,49,Maria Bello
1735,The Mummy: Tomb of the Dragon Emperor,55900,Luke Ford
297761,Suicide Squad,2888,Will Smith
297761,Suicide Squad,234352,Margot Robbie
297761,Suicide Squad,92404,Joel Kinnaman
297761,Suicide Squad,19492,Viola Davis
297761,Suicide Squad,7499,Jared Leto
2698,Evan Almighty,4495,Steve Carell
2698,Evan Almighty,16858,Lauren Graham
2698,Evan Almighty,1230,John Goodman
2698,Evan Almighty,6860,Jimmy Bennett
2698,Evan Almighty,8265,John Michael Higgins
137113,Edge of Tomorrow,500,Tom Cruise
137113,Edge of Tomorrow,5081,Emily Blunt
137113,Edge of Tomorrow,2039,Brendan Gleeson
137113,Edge of Tomorrow,2053,Bill Paxton
137113,Edge of Tomorrow,119224,Jonas Armstrong
9804,Waterworld,1269,Kevin Costner
9804,Waterworld,59350,Chaim Girafi
9804,Waterworld,3432,Rick Aviles
9804,Waterworld,49832,R. D. Call
9804,Waterworld,59352,Zitto Kazann
14869,G.I. Joe: The Rise of Cobra,6065,Dennis Quaid
14869,G.I. Joe: The Rise of Cobra,38673,Channing Tatum
14869,G.I. Joe: The Rise of Cobra,9562,Marlon Wayans
14869,G.I. Joe: The Rise of Cobra,23459,Sienna Miller
14869,G.I. Joe: The Rise of Cobra,24045,Joseph Gordon-Levitt
150540,Inside Out,56322,Amy Poehler
150540,Inside Out,169200,Phyllis Smith
150540,Inside Out,21125,Richard Kind
150540,Inside Out,19278,Bill Hader
150540,Inside Out,59258,Lewis Black
278927,The Jungle Book,1414734,Neel Sethi
278927,The Jungle Book,1532,Bill Murray
278927,The Jungle Book,2282,Ben Kingsley
278927,The Jungle Book,17605,Idris Elba
278927,The Jungle Book,1245,Scarlett Johansson
10138,Iron Man 2,3223,Robert Downey Jr.
10138,Iron Man 2,12052,Gwyneth Paltrow
10138,Iron Man 2,1896,Don Cheadle
10138,Iron Man 2,1245,Scarlett Johansson
10138,Iron Man 2,2295,Mickey Rourke
58595,Snow White and the Huntsman,37917,Kristen Stewart
58595,Snow White and the Huntsman,6885,Charlize Theron
58595,Snow White and the Huntsman,74568,Chris Hemsworth
58595,Snow White and the Huntsman,237455,Sam Claflin
58595,Snow White and the Huntsman,6972,Ian McShane
102651,Maleficent,11701,Angelina Jolie
102651,Maleficent,18050,Elle Fanning
102651,Maleficent,82191,Sharlto Copley
102651,Maleficent,32987,Sam Riley
102651,Maleficent,36594,Juno Temple
119450,Dawn of the Planet of the Apes,1333,Andy Serkis
119450,Dawn of the Planet of the Apes,76512,Jason Clarke
119450,Dawn of the Planet of the Apes,64,Gary Oldman
119450,Dawn of the Planet of the Apes,41292,Keri Russell
119450,Dawn of the Planet of the Apes,20286,Toby Kebbell
79698,The Lovers,2299,Josh Hartnett
79698,The Lovers,76850,Simone Kessell
79698,The Lovers,66442,Tamsin Egerton
79698,The Lovers,587823,Alice Englert
79698,The Lovers,85035,Bipasha Basu
64686,47 Ronin,6384,Keanu Reeves
64686,47 Ronin,9195,Hiroyuki Sanada
64686,47 Ronin,58593,Kou Shibasaki
64686,47 Ronin,13275,Tadanobu Asano
64686,47 Ronin,136191,Min Tanaka
100402,Captain America: The Winter Soldier,16828,Chris Evans
100402,Captain America: The Winter Soldier,2231,Samuel L. Jackson
100402,Captain America: The Winter Soldier,1245,Scarlett Johansson
100402,Captain America: The Winter Soldier,4135,Robert Redford
100402,Captain America: The Winter Soldier,60898,Sebastian Stan
10192,Shrek Forever After,12073,Mike Myers
10192,Shrek Forever After,776,Eddie Murphy
10192,Shrek Forever After,6941,Cameron Diaz
10192,Shrek Forever After,3131,Antonio Banderas
10192,Shrek Forever After,5823,Julie Andrews
158852,Tomorrowland,52018,Britt Robertson
158852,Tomorrowland,1461,George Clooney
158852,Tomorrowland,1055230,Raffey Cassidy
158852,Tomorrowland,965224,Thomas Robinson
158852,Tomorrowland,41419,Hugh Laurie
177572,Big Hero 6,66580,Scott Adsit
177572,Big Hero 6,515510,Ryan Potter
177572,Big Hero 6,82093,Daniel Henney
177572,Big Hero 6,51990,T.J. Miller
177572,Big Hero 6,78324,Jamie Chung
82690,Wreck-It Ralph,4764,John C. Reilly
82690,Wreck-It Ralph,7404,Sarah Silverman
82690,Wreck-It Ralph,58737,Jack McBrayer
82690,Wreck-It Ralph,43775,Jane Lynch
82690,Wreck-It Ralph,21088,Alan Tudyk
5255,The Polar Express,31,Tom Hanks
5255,The Polar Express,2169,Michael Jeter
5255,The Polar Express,18286,Nona Gaye
5255,The Polar Express,42363,Peter Scolari
5255,The Polar Express,42362,Eddie Deezen
47933,Independence Day: Resurgence,96066,Liam Hemsworth
47933,Independence Day: Resurgence,4785,Jeff Goldblum
47933,Independence Day: Resurgence,8984,Bill Pullman
47933,Independence Day: Resurgence,1094091,Maika Monroe
47933,Independence Day: Resurgence,6068,Sela Ward
10191,How to Train Your Dragon,449,Jay Baruchel
10191,How to Train Your Dragon,17276,Gerard Butler
10191,How to Train Your Dragon,24264,Craig Ferguson
10191,How to Train Your Dragon,59174,America Ferrera
10191,How to Train Your Dragon,21007,Jonah Hill
296,Terminator 3: Rise of the Machines,1100,Arnold Schwarzenegger
296,Terminator 3: Rise of the Machines,6408,Nick Stahl
296,Terminator 3: Rise of the Machines,6194,Claire Danes
296,Terminator 3: Rise of the Machines,7218,Kristanna Loken
296,Terminator 3: Rise of the Machines,7219,David Andrews
118340,Guardians of the Galaxy,73457,Chris Pratt
118340,Guardians of the Galaxy,8691,Zoe Saldana
118340,Guardians of the Galaxy,543530,Dave Bautista
118340,Guardians of the Galaxy,12835,Vin Diesel
118340,Guardians of the Galaxy,51329,Bradley Cooper
157336,Interstellar,10297,Matthew McConaughey
157336,Interstellar,83002,Jessica Chastain
157336,Interstellar,1813,Anne Hathaway
157336,Interstellar,3895,Michael Caine
157336,Interstellar,1893,Casey Affleck
27205,Inception,6193,Leonardo DiCaprio
27205,Inception,24045,Joseph Gordon-Levitt
27205,Inception,27578,Ellen Page
27205,Inception,2524,Tom Hardy
27205,Inception,3899,Ken Watanabe
315011,Shin Godzilla,1098600,Hiroki Hasegawa
315011,Shin Godzilla,588403,Yutaka Takenouchi
315011,Shin Godzilla,224664,Satomi Ishihara
315011,Shin Godzilla,120690,Kengo Kora
315011,Shin Godzilla,1502395,Matsuo Satoru
49051,The Hobbit: An Unexpected Journey,1327,Ian McKellen
49051,The Hobbit: An Unexpected Journey,7060,Martin Freeman
49051,The Hobbit: An Unexpected Journey,30315,Richard Armitage
49051,The Hobbit: An Unexpected Journey,1333,Andy Serkis
49051,The Hobbit: An Unexpected Journey,112,Cate Blanchett
9799,The Fast and the Furious,8167,Paul Walker
9799,The Fast and the Furious,12835,Vin Diesel
9799,The Fast and the Furious,17647,Michelle Rodriguez
9799,The Fast and the Furious,22123,Jordana Brewster
9799,The Fast and the Furious,10883,Rick Yune
4922,The Curious Case of Benjamin Button,112,Cate Blanchett
4922,The Curious Case of Benjamin Button,287,Brad Pitt
4922,The Curious Case of Benjamin Button,3063,Tilda Swinton
4922,The Curious Case of Benjamin Button,15887,Julia Ormond
4922,The Curious Case of Benjamin Button,18050,Elle Fanning
49538,X-Men: First Class,5530,James McAvoy
49538,X-Men: First Class,17288,Michael Fassbender
49538,X-Men: First Class,72129,Jennifer Lawrence
49538,X-Men: First Class,4724,Kevin Bacon
49538,X-Men: First Class,9827,Rose Byrne
131634,The Hunger Games: Mockingjay - Part 2,72129,Jennifer Lawrence
131634,The Hunger Games: Mockingjay - Part 2,27972,Josh Hutcherson
131634,The Hunger Games: Mockingjay - Part 2,96066,Liam Hemsworth
131634,The Hunger Games: Mockingjay - Part 2,57755,Woody Harrelson
131634,The Hunger Games: Mockingjay - Part 2,9281,Elizabeth Banks
27022,The Sorcerer's Apprentice,2963,Nicolas Cage
27022,The Sorcerer's Apprentice,449,Jay Baruchel
27022,The Sorcerer's Apprentice,28782,Monica Bellucci
27022,The Sorcerer's Apprentice,658,Alfred Molina
27022,The Sorcerer's Apprentice,20374,Teresa Palmer
503,Poseidon,6856,Kurt Russell
503,Poseidon,3037,Richard Dreyfuss
503,Poseidon,6164,Josh Lucas
503,Poseidon,6857,Jacinda Barrett
503,Poseidon,4730,Emmy Rossum
241259,Alice Through the Looking Glass,85,Johnny Depp
241259,Alice Through the Looking Glass,76070,Mia Wasikowska
241259,Alice Through the Looking Glass,1813,Anne Hathaway
241259,Alice Through the Looking Glass,1283,Helena Bonham Carter
241259,Alice Through the Looking Glass,4566,Alan Rickman
810,Shrek the Third,12073,Mike Myers
810,Shrek the Third,776,Eddie Murphy
810,Shrek the Third,6941,Cameron Diaz
810,Shrek the Third,5823,Julie Andrews
810,Shrek the Third,3131,Antonio Banderas
68735,Warcraft,52851,Paula Patton
68735,Warcraft,77700,Travis Fimmel
68735,Warcraft,11107,Ben Foster
68735,Warcraft,1038379,Robert Kazinsky
68735,Warcraft,55470,Dominic Cooper
87101,Terminator Genisys,1100,Arnold Schwarzenegger
87101,Terminator Genisys,76512,Jason Clarke
87101,Terminator Genisys,1223786,Emilia Clarke
87101,Terminator Genisys,224181,Jai Courtney
87101,Terminator Genisys,18999,J.K. Simmons
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,5527,Skandar Keynes
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,5526,Georgie Henley
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,11108,Simon Pegg
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,75170,Gary Sweet
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,107474,Arthur Angel
676,Pearl Harbor,880,Ben Affleck
676,Pearl Harbor,2299,Josh Hartnett
676,Pearl Harbor,3967,Kate Beckinsale
676,Pearl Harbor,9777,Cuba Gooding Jr.
676,Pearl Harbor,10127,Jon Voight
1858,Transformers,10959,Shia LaBeouf
1858,Transformers,19536,Josh Duhamel
1858,Transformers,19537,Megan Fox
1858,Transformers,19538,Rachael Taylor
1858,Transformers,8169,Tyrese Gibson
1966,Alexander,72466,Colin Farrell
1966,Alexander,11701,Angelina Jolie
1966,Alexander,5576,Val Kilmer
